index,NationalPokedexNumber,Label,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022,id
560,451,Skorupi,Skorupi,,4,Common,Poison,Bug,330.0,40.0,50.0,90.0,30.0,55.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,Permitted,,,,Skorupi
561,452,Drapion,Drapion,,4,Common,Poison,Dark,500.0,70.0,90.0,110.0,60.0,75.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,Permitted,,,,Drapion
562,453,Croagunk,Croagunk,,4,Common,Poison,Fighting,300.0,48.0,61.0,40.0,61.0,40.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,Permitted,,,,Croagunk
563,454,Toxicroak,Toxicroak,,4,Common,Poison,Fighting,490.0,83.0,106.0,65.0,86.0,65.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,Permitted,2,0,144,Toxicroak
564,455,Carnivine,Carnivine,,4,Common,Grass,,454.0,74.0,100.0,72.0,90.0,72.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,,,,,Carnivine
565,456,Finneon,Finneon,,4,Common,Water,,330.0,49.0,49.0,56.0,49.0,61.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,,,,,Finneon
566,457,Lumineon,Lumineon,,4,Common,Water,,460.0,69.0,69.0,76.0,69.0,86.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,,,,,Lumineon
567,458,Mantyke,Mantyke,,4,Baby,Water,Flying,345.0,45.0,20.0,50.0,60.0,120.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,Permitted,,,,Mantyke
568,459,Snover,Snover,,4,Common,Grass,Ice,334.0,60.0,62.0,50.0,62.0,60.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,Permitted,,,,Snover
569,460,Abomasnow,Abomasnow,,4,Common,Grass,Ice,494.0,90.0,92.0,75.0,92.0,85.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,Permitted,5,0,188,Abomasnow
570,460,Mega Abomasnow,Abomasnow,Mega,6,Common,Grass,Ice,594.0,90.0,132.0,105.0,132.0,105.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,Banned,,,,Mega Abomasnow
571,461,Weavile,Weavile,,4,Common,Dark,Ice,510.0,70.0,120.0,65.0,45.0,85.0,125.0,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,Permitted,14,0,84,Weavile
572,462,Magnezone,Magnezone,,4,Common,Electric,Steel,535.0,70.0,70.0,115.0,130.0,90.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,Permitted,,,,Magnezone
573,463,Lickilicky,Lickilicky,,4,Common,Normal,,515.0,110.0,85.0,95.0,80.0,95.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,Permitted,,,,Lickilicky
574,464,Rhyperior,Rhyperior,,4,Common,Ground,Rock,535.0,115.0,140.0,130.0,55.0,55.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,Permitted,9,0,184,Rhyperior
575,465,Tangrowth,Tangrowth,,4,Common,Grass,,535.0,100.0,100.0,125.0,110.0,50.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,Permitted,,,,Tangrowth
576,466,Electivire,Electivire,,4,Common,Electric,,540.0,75.0,123.0,67.0,95.0,85.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,Permitted,3,0,186,Electivire
577,467,Magmortar,Magmortar,,4,Common,Fire,,540.0,75.0,95.0,67.0,125.0,95.0,83.0,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,Permitted,,,,Magmortar
578,468,Togekiss,Togekiss,,4,Common,Fairy,Flying,545.0,85.0,50.0,95.0,120.0,115.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,Permitted,39,1,53,Togekiss
579,469,Yanmega,Yanmega,,4,Common,Bug,Flying,515.0,86.0,76.0,86.0,116.0,56.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,,,,,Yanmega
580,470,Leafeon,Leafeon,,4,Common,Grass,,525.0,65.0,110.0,130.0,60.0,65.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,Permitted,5,0,187,Leafeon
581,471,Glaceon,Glaceon,,4,Common,Ice,,525.0,65.0,60.0,110.0,130.0,95.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,Permitted,1,0,215,Glaceon
582,472,Gliscor,Gliscor,,4,Common,Ground,Flying,510.0,75.0,95.0,125.0,45.0,75.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,,,,,Gliscor
583,473,Mamoswine,Mamoswine,,4,Common,Ice,Ground,530.0,110.0,130.0,80.0,70.0,60.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Permitted,16,1,64,Mamoswine
584,474,Porygon-Z,Porygon-Z,,4,Common,Normal,,535.0,85.0,80.0,70.0,135.0,75.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,Permitted,7,0,151,Porygon-Z
585,475,Gallade,Gallade,,4,Common,Psychic,Fighting,518.0,68.0,125.0,65.0,65.0,115.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Permitted,,,,Gallade
586,475,Mega Gallade,Gallade,Mega,6,Common,Psychic,Fighting,618.0,68.0,165.0,95.0,65.0,115.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Banned,,,,Mega Gallade
587,476,Probopass,Probopass,,4,Common,Rock,Steel,525.0,60.0,55.0,145.0,75.0,150.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,,,,,Probopass
588,477,Dusknoir,Dusknoir,,4,Common,Ghost,,525.0,45.0,100.0,135.0,65.0,135.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Permitted,,,,Dusknoir
589,478,Froslass,Froslass,,4,Common,Ice,Ghost,480.0,70.0,80.0,70.0,80.0,70.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,Permitted,4,0,159,Froslass
590,479,Fan Rotom,Rotom,Fan,4,Common,Electric,Flying,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,,,,,Fan Rotom
591,479,Frost Rotom,Rotom,Frost,4,Common,Electric,Ice,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,,,,,Frost Rotom
592,479,Wash Rotom,Rotom,Wash,4,Common,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,,16,0,110,Wash Rotom
593,479,Heat Rotom,Rotom,Heat,4,Common,Electric,Fire,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,,43,1,48,Heat Rotom
594,479,Rotom,Rotom,,4,Common,Electric,Ghost,440.0,50.0,50.0,77.0,95.0,77.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Permitted,,,,Rotom
595,479,Mow Rotom,Rotom,Mow,4,Common,Electric,Grass,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,,3,0,213,Mow Rotom
596,480,Uxie,Uxie,,4,Legendary,Psychic,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Permitted,,,,Uxie
597,481,Mesprit,Mesprit,,4,Legendary,Psychic,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Permitted,,,,Mesprit
598,482,Azelf,Azelf,,4,Legendary,Psychic,,580.0,75.0,125.0,70.0,125.0,70.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Permitted,,,,Azelf
599,483,Dialga,Dialga,,4,Legendary,Steel,Dragon,680.0,100.0,120.0,120.0,150.0,100.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Restricted (players can include two Restricted Pokémon in their team),130,4,29,Dialga
600,483,Dialga Origin Forme,Dialga,Origin Forme,4,Legendary,Steel,Dragon,680.0,100.0,100.0,120.0,150.0,120.0,90.0,https://img.pokemondb.net/s.png,,,,,Dialga Origin Forme
601,484,Palkia Origin Forme,Palkia,Origin Forme,4,Legendary,Water,Dragon,680.0,90.0,100.0,100.0,150.0,120.0,120.0,https://img.pokemondb.net/s.png,,,,,Palkia Origin Forme
602,484,Palkia,Palkia,,4,Legendary,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Restricted (players can include two Restricted Pokémon in their team),195,9,18,Palkia
603,485,Heatran,Heatran,,4,Legendary,Fire,Steel,600.0,91.0,90.0,106.0,130.0,106.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Permitted,9,0,179,Heatran
604,486,Regigigas,Regigigas,,4,Legendary,Normal,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,,37,1,50,Regigigas
605,487,Giratina Origin Forme,Giratina,Origin Forme,4,Legendary,Ghost,Dragon,680.0,150.0,120.0,100.0,120.0,100.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,,16,0,123,Giratina Origin Forme
606,487,Giratina Altered Forme,Giratina,Altered Forme,4,Legendary,Ghost,Dragon,680.0,150.0,100.0,120.0,100.0,120.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,,9,0,190,Giratina Altered Forme
607,488,Cresselia,Cresselia,,4,Legendary,Psychic,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Permitted,10,0,195,Cresselia
608,489,Phione,Phione,,4,Mythical,Water,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,,,,,Phione
609,490,Manaphy,Manaphy,,4,Mythical,Water,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,,,,,Manaphy
610,491,Darkrai,Darkrai,,4,Mythical,Dark,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,,,,,Darkrai
611,492,Shaymin Land Forme,Shaymin,Land Forme,4,Mythical,Grass,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,,,,,Shaymin Land Forme
612,492,Shaymin Sky Forme,Shaymin,Sky Forme,4,Mythical,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,,,,,Shaymin Sky Forme
613,493,Arceus,Arceus,,4,Mythical,Normal,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,,,,,Arceus
614,494,Victini,Victini,,5,Mythical,Psychic,Fire,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,Banned,,,,Victini
615,495,Snivy,Snivy,,5,Common,Grass,,308.0,45.0,45.0,55.0,45.0,55.0,63.0,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,,,,,Snivy
616,496,Servine,Servine,,5,Common,Grass,,413.0,60.0,60.0,75.0,60.0,75.0,83.0,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,,,,,Servine
617,497,Serperior,Serperior,,5,Common,Grass,,528.0,75.0,75.0,95.0,75.0,95.0,113.0,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,,,,,Serperior
618,498,Tepig,Tepig,,5,Common,Fire,,308.0,65.0,63.0,45.0,45.0,45.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,,,,,Tepig
619,499,Pignite,Pignite,,5,Common,Fire,Fighting,418.0,90.0,93.0,55.0,70.0,55.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,,,,,Pignite
620,500,Emboar,Emboar,,5,Common,Fire,Fighting,528.0,110.0,123.0,65.0,100.0,65.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,,,,,Emboar
621,501,Oshawott,Oshawott,,5,Common,Water,,308.0,55.0,55.0,45.0,63.0,45.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,,,,,Oshawott
622,502,Dewott,Dewott,,5,Common,Water,,413.0,75.0,75.0,60.0,83.0,60.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,,,,,Dewott
623,503,Samurott,Samurott,,5,Common,Water,,528.0,95.0,100.0,85.0,108.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,,,,,Samurott
624,503,Hisuian Samurott,Samurott,Hisuian,5,Common,Water,Dark,528.0,90.0,108.0,80.0,100.0,65.0,85.0,https://img.pokemondb.net/s.png,,,,,Hisuian Samurott
625,504,Patrat,Patrat,,5,Common,Normal,,255.0,45.0,55.0,39.0,35.0,39.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,,,,,Patrat
626,505,Watchog,Watchog,,5,Common,Normal,,420.0,60.0,85.0,69.0,60.0,69.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,,,,,Watchog
627,506,Lillipup,Lillipup,,5,Common,Normal,,275.0,45.0,60.0,45.0,25.0,45.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Permitted,,,,Lillipup
628,507,Herdier,Herdier,,5,Common,Normal,,370.0,65.0,80.0,65.0,35.0,65.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Permitted,,,,Herdier
629,508,Stoutland,Stoutland,,5,Common,Normal,,500.0,85.0,110.0,90.0,45.0,90.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Permitted,,,,Stoutland
630,509,Purrloin,Purrloin,,5,Common,Dark,,281.0,41.0,50.0,37.0,50.0,37.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Permitted,,,,Purrloin
631,510,Liepard,Liepard,,5,Common,Dark,,446.0,64.0,88.0,50.0,88.0,50.0,106.0,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,Permitted,16,0,82,Liepard
632,511,Pansage,Pansage,,5,Common,Grass,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,,,,,Pansage
633,512,Simisage,Simisage,,5,Common,Grass,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,,,,,Simisage
634,513,Pansear,Pansear,,5,Common,Fire,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,,,,,Pansear
635,514,Simisear,Simisear,,5,Common,Fire,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,,,,,Simisear
636,515,Panpour,Panpour,,5,Common,Water,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,,,,,Panpour
637,516,Simipour,Simipour,,5,Common,Water,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,,,,,Simipour
638,517,Munna,Munna,,5,Common,Psychic,,292.0,76.0,25.0,45.0,67.0,55.0,24.0,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Permitted,,,,Munna
639,518,Musharna,Musharna,,5,Common,Psychic,,487.0,116.0,55.0,85.0,107.0,95.0,29.0,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Permitted,,,,Musharna
640,519,Pidove,Pidove,,5,Common,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Permitted,,,,Pidove
641,520,Tranquill,Tranquill,,5,Common,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Permitted,,,,Tranquill
642,521,Unfezant,Unfezant,,5,Common,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Permitted,,,,Unfezant
643,522,Blitzle,Blitzle,,5,Common,Electric,,295.0,45.0,60.0,32.0,50.0,32.0,76.0,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,,,,,Blitzle
644,523,Zebstrika,Zebstrika,,5,Common,Electric,,497.0,75.0,100.0,63.0,80.0,63.0,116.0,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,,,,,Zebstrika
645,524,Roggenrola,Roggenrola,,5,Common,Rock,,280.0,55.0,75.0,85.0,25.0,25.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Permitted,,,,Roggenrola
646,525,Boldore,Boldore,,5,Common,Rock,,390.0,70.0,105.0,105.0,50.0,40.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Permitted,,,,Boldore
647,526,Gigalith,Gigalith,,5,Common,Rock,,515.0,85.0,135.0,130.0,60.0,80.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,Permitted,4,0,160,Gigalith
648,527,Woobat,Woobat,,5,Common,Psychic,Flying,323.0,65.0,45.0,43.0,55.0,43.0,72.0,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Permitted,,,,Woobat
649,528,Swoobat,Swoobat,,5,Common,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,Permitted,2,0,191,Swoobat
650,529,Drilbur,Drilbur,,5,Common,Ground,,328.0,60.0,85.0,40.0,30.0,45.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Permitted,,,,Drilbur
651,530,Excadrill,Excadrill,,5,Common,Ground,Steel,508.0,110.0,135.0,60.0,50.0,65.0,88.0,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,Permitted,10,0,140,Excadrill
652,531,Mega Audino,Audino,Mega,6,Common,Normal,Fairy,545.0,103.0,60.0,126.0,80.0,126.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Banned,,,,Mega Audino
653,531,Audino,Audino,,5,Common,Normal,,445.0,103.0,60.0,86.0,60.0,86.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Permitted,,,,Audino
654,532,Timburr,Timburr,,5,Common,Fighting,,305.0,75.0,80.0,55.0,25.0,35.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Permitted,,,,Timburr
655,533,Gurdurr,Gurdurr,,5,Common,Fighting,,405.0,85.0,105.0,85.0,40.0,50.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Permitted,,,,Gurdurr
656,534,Conkeldurr,Conkeldurr,,5,Common,Fighting,,505.0,105.0,140.0,95.0,55.0,65.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,Permitted,10,0,198,Conkeldurr
657,535,Tympole,Tympole,,5,Common,Water,,294.0,50.0,50.0,40.0,50.0,40.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Permitted,,,,Tympole
658,536,Palpitoad,Palpitoad,,5,Common,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Permitted,,,,Palpitoad
659,537,Seismitoad,Seismitoad,,5,Common,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Permitted,59,1,46,Seismitoad
660,538,Throh,Throh,,5,Common,Fighting,,465.0,120.0,100.0,85.0,30.0,85.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Permitted,,,,Throh
661,539,Sawk,Sawk,,5,Common,Fighting,,465.0,75.0,125.0,75.0,30.0,75.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Permitted,,,,Sawk
662,540,Sewaddle,Sewaddle,,5,Common,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,,,,,Sewaddle
663,541,Swadloon,Swadloon,,5,Common,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,,,,,Swadloon
664,542,Leavanny,Leavanny,,5,Common,Bug,Grass,500.0,75.0,103.0,80.0,70.0,80.0,92.0,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,,,,,Leavanny
665,543,Venipede,Venipede,,5,Common,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,Permitted,,,,Venipede
666,544,Whirlipede,Whirlipede,,5,Common,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,Permitted,,,,Whirlipede
667,545,Scolipede,Scolipede,,5,Common,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Permitted,,,,Scolipede
668,546,Cottonee,Cottonee,,5,Common,Grass,Fairy,280.0,40.0,27.0,60.0,37.0,50.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Permitted,,,,Cottonee
669,547,Whimsicott,Whimsicott,,5,Common,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Permitted,425,17,15,Whimsicott
670,548,Petilil,Petilil,,5,Common,Grass,,280.0,45.0,35.0,50.0,70.0,50.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Permitted,,,,Petilil
671,549,Hisuian Lilligant,Lilligant,Hisuian,5,Common,Grass,Fighting,480.0,70.0,105.0,75.0,50.0,75.0,105.0,https://img.pokemondb.net/s.png,,,,,Hisuian Lilligant
672,549,Lilligant,Lilligant,,5,Common,Grass,,480.0,70.0,60.0,75.0,110.0,75.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Permitted,,,,Lilligant
673,550,Basculin White-Striped Form,Basculin,White-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,https://img.pokemondb.net/s.png,,,,,Basculin White-Striped Form
674,550,Basculin Blue-Striped Form,Basculin,Blue-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,,,,,Basculin Blue-Striped Form
675,550,Basculin Red-Striped Form,Basculin,Red-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,,,,,Basculin Red-Striped Form
676,551,Sandile,Sandile,,5,Common,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Permitted,,,,Sandile
677,552,Krokorok,Krokorok,,5,Common,Ground,Dark,351.0,60.0,82.0,45.0,45.0,45.0,74.0,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Permitted,,,,Krokorok
678,553,Krookodile,Krookodile,,5,Common,Ground,Dark,519.0,95.0,117.0,80.0,65.0,70.0,92.0,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Permitted,11,0,138,Krookodile
679,554,Galarian Darumaka,Darumaka,Galarian,8,Common,Ice,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Permitted,,,,Galarian Darumaka
680,554,Darumaka,Darumaka,,5,Common,Fire,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,,,,,Darumaka
681,555,Darmanitan Standard Mode,Darmanitan,Standard Mode,5,Common,Fire,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,,3,0,168,Darmanitan Standard Mode
682,555,Darmanitan Galarian Zen Mode,Darmanitan,Galarian Zen Mode,8,Common,Ice,Fire,540.0,105.0,160.0,55.0,30.0,55.0,135.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,,,,,Darmanitan Galarian Zen Mode
683,555,Darmanitan Galarian Standard Mode,Darmanitan,Galarian Standard Mode,8,Common,Ice,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,,15,0,90,Darmanitan Galarian Standard Mode
684,555,Darmanitan Zen Mode,Darmanitan,Zen Mode,5,Common,Fire,Psychic,540.0,105.0,30.0,105.0,140.0,105.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,,,,,Darmanitan Zen Mode
685,556,Maractus,Maractus,,5,Common,Grass,,461.0,75.0,86.0,67.0,106.0,67.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Permitted,,,,Maractus
686,557,Dwebble,Dwebble,,5,Common,Bug,Rock,325.0,50.0,65.0,85.0,35.0,35.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Permitted,,,,Dwebble
687,558,Crustle,Crustle,,5,Common,Bug,Rock,485.0,70.0,105.0,125.0,65.0,75.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Permitted,,,,Crustle
688,559,Scraggy,Scraggy,,5,Common,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Permitted,,,,Scraggy
689,560,Scrafty,Scrafty,,5,Common,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Permitted,6,0,171,Scrafty
690,561,Sigilyph,Sigilyph,,5,Common,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Permitted,,,,Sigilyph
691,562,Galarian Yamask,Yamask,Galarian,8,Common,Ground,Ghost,303.0,38.0,55.0,85.0,30.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Permitted,,,,Galarian Yamask
692,562,Yamask,Yamask,,5,Common,Ghost,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,,,,,Yamask
